2024-02-19T16:00:35.695855
,Long Name,Sector,Price,Trailing PE,Forward PE,Market Cap,Dividend Yield,Payout Ratio
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,73.79,64.1228,17.119438,1274.57152,,
LICY,Li-Cycle Holdings Corp.,Industrials,0.457,,-0.74155176,76.66532,,
LIDR,"AEye, Inc.",Technology,1.3,,-0.18550724,8.027443,,
LILA,Liberty Latin America Ltd.,Communication Services,7.25,9.643835,35.2,1455.88608,,
LIND,"Lindblad Expeditions Holdings, Inc.",Consumer Cyclical,9.34,,-44.0,493.307872,,
LIVN,LivaNova PLC,Healthcare,49.97,973.6,16.119205,2622.430464,,
LKFN,Lakeland Financial Corporation,Financial Services,70.54,18.345205,18.915255,1702.832896,2.87,50.41
LL,"LL Flooring Holdings, Inc.",Consumer Cyclical,2.76,,-1.6249999,80.24328,,
LLAP,Terran Orbital Corporation,Industrials,0.82,,-1.6891837,160.95536,,
LMAT,"LeMaitre Vascular, Inc.",Healthcare,58.43,47.57377,38.18421,1292.15616,0.95999995,44.669998
LMND,"Lemonade, Inc.",Financial Services,16.3,,-4.9283485,1106.19136,,
LNN,Lindsay Corporation,Industrials,134.44,20.8176,18.802023,1435.230464,1.08,22.08
LNTH,"Lantheus Holdings, Inc.",Healthcare,53.48,34.62,8.322116,3556.644096,,
LNW,"Light & Wonder, Inc.",Consumer Cyclical,82.52,70.50877,23.031517,7238.009856,,
LOB,"Live Oak Bancshares, Inc.",Financial Services,38.5,22.176828,11.732258,1622.745728,0.33000002,7.32
LOCL,Local Bounti Corporation,Consumer Defensive,2.1,,-0.2741514,17.370654,,
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Cyclical,9.41,11.871796,13.228572,291.257568,,
LOVE,The Lovesac Company,Consumer Cyclical,23.69,17.95349,10.873239,358.725248,,
LPG,Dorian LPG Ltd.,Energy,38.22,5.896063,6.5454545,1520.35968,10.6800005,62.990004
LPRO,Open Lending Corporation,Financial Services,7.53,38.63158,26.214287,878.994368,,
LPSN,"LivePerson, Inc.",Technology,2.95,,-3.0107527,226.35816,,
LQDA,Liquidia Corporation,Healthcare,12.7,,-13.741935,968.878592,,
LQDT,"Liquidity Services, Inc.",Consumer Cyclical,17.69,26.846155,14.914531,538.22784,,
LRN,"Stride, Inc.",Consumer Defensive,60.34,15.100756,12.728238,2600.223488,,
LSEA,Landsea Homes Corporation,Real Estate,13.0,12.223302,11.141593,475.841568,,
LTC,"LTC Properties, Inc.",Real Estate,32.1,16.319372,16.940218,1290.802688,7.31,119.37001
LTCH,"Latch, Inc.",Technology,0.7703,,-0.8636364,132.51208,,
LTH,"Life Time Group Holdings, Inc.",Consumer Cyclical,13.73,40.30303,23.333334,2612.239616,,
LUNG,Pulmonx Corporation,Healthcare,13.21,,-8.3522005,508.731552,,
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",Consumer Cyclical,2.035,,-9.181818,81.756672,,
LWLG,"Lightwave Logic, Inc.",Basic Materials,4.38,,,503.782976,,
LXFR,Luxfer Holdings PLC,Industrials,8.32,22.243242,23.514284,221.14832,6.3200004000000005,140.53999
LXP,LXP Industrial Trust,Real Estate,9.35,53.47059,-303.0,2667.560448,5.72,294.12
LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,1.8,,-2.5616438,456.326752,,
LXU,"LSB Industries, Inc.",Basic Materials,7.91,5.904762,11.446155,553.1216,,
LYEL,"Lyell Immunopharma, Inc.",Healthcare,1.91,,-2.127907,460.920256,,
LZ,"LegalZoom.com, Inc.",Industrials,10.58,257.75003,22.413044,1937.599616,,
LZB,La-Z-Boy Incorporated,Consumer Cyclical,35.85,12.521584,10.981072,1489.154432,2.3,26.12
MAC,The Macerich Company,Real Estate,16.14,,-87.72222,3544.239104,4.31,250.0
MAPS,"WM Technology, Inc.",Technology,0.83,,-40.55,133.178368,,
MARA,"Marathon Digital Holdings, Inc.",Financial Services,17.46,,-295.5,3947.14112,,
MASS,908 Devices Inc.,Healthcare,7.33,,-6.1034484,229.244032,,
MATV,"Mativ Holdings, Inc.",Basic Materials,12.36,,9.325582,652.034432,3.3299997,120.28000000000002
MATW,Matthews International Corporation,Industrials,34.19,26.111113,10.217392,1009.437824,2.92,73.02
MATX,"Matson, Inc.",Industrials,115.23,13.645554,13.865099,3913.756928,1.14,15.35
MAX,"MediaAlpha, Inc.",Communication Services,12.59,,-17.708332,836.591232,,
MBI,MBIA Inc.,Financial Services,6.25,,-9.5,310.92816,,
MBIN,Merchants Bancorp,Financial Services,46.02,7.7553196,10.935,1891.44448,0.73,5.6700002
MBUU,"Malibu Boats, Inc.",Consumer Cyclical,41.51,13.381411,8.250988,852.98592,,
MBWM,Mercantile Bank Corporation,Financial Services,41.66,7.8148146,9.090703,646.479296,3.49,26.12
MC,Moelis & Company,Financial Services,56.99,inf,38.17361,3664.696064,4.37,452.83
MCB,Metropolitan Bank Holding Corp.,Financial Services,48.82,7.0173664,5.9864197,536.430336,,
MCBC,Macatawa Bank Corporation,Financial Services,11.14,8.460318,8.328125,366.294656,3.3800002000000005,26.19
MCBS,"MetroCity Bankshares, Inc.",Financial Services,25.14,11.831683,9.05303,602.425792,3.35,35.639998
MCFT,"MasterCraft Boat Holdings, Inc.",Consumer Cyclical,19.75,4.6900725,7.9385247,334.250656,,
MCRB,"Seres Therapeutics, Inc.",Healthcare,1.17,,-0.8308824,146.060416,,
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,69.56,15.630386,15.351894,1314.322816,1.7399999999999998,126.98001
MCS,The Marcus Corporation,Communication Services,13.86,84.875,150.88889,430.42896,2.0599999,137.5
MCY,Mercury General Corporation,Financial Services,41.0,,18.04054,2217.612544,3.17,56.53
MD,"Pediatrix Medical Group, Inc.",Healthcare,9.55,8.830189,7.2,786.463744,,
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,62.63,13.010396,10.43,4672.304128,3.43,42.620000000000005
MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,222.44,,-13.2140255,4278.418944,,
MDRX,Veradigm Inc.,Healthcare,9.46,10.616279,10.375,997.543808,,
MDXG,"MiMedx Group, Inc.",Healthcare,7.88,,24.967741,1132.957824,,
ME,23andMe Holding Co.,Healthcare,0.7376,,-1.4920409,350.273664,,
MED,"Medifast, Inc.",Consumer Cyclical,56.8,4.9772315,10.195895,595.280576,12.0799996,60.02
MEDP,"Medpace Holdings, Inc.",Healthcare,301.2,34.182884,29.275099,8946.665472,,
MEG,"Montrose Environmental Group, Inc.",Industrials,30.71,,-33.57471,881.797312,,
MEI,"Methode Electronics, Inc.",Technology,21.57,,12.211764,739.043584,2.5999999,36.360002
METC,"Ramaco Resources, Inc.",Basic Materials,19.17,12.843536,7.582329,940.105024,2.92,33.220002
MFA,"MFA Financial, Inc.",Real Estate,11.4,,6.75,1128.210048,12.65,151.35001
MGEE,"MGE Energy, Inc.",Utilities,66.45,19.661585,17.524456,2332.177664,2.6199998,50.3
MGNI,"Magnite, Inc.",Communication Services,9.26,,12.464789,1219.98144,,
MGNX,"MacroGenics, Inc.",Healthcare,13.86,17.654322,-7.647059,887.020416,,
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,88.7,19.219456,13.880719,1870.267648,0.5700000000000001,10.86
MGRC,McGrath RentCorp,Industrials,125.45,24.303675,23.268518,3077.947648,1.48,35.59
MGTX,MeiraGTx Holdings plc,Healthcare,6.25,,-4.157534,386.035008,,
MGY,Magnolia Oil & Gas Corporation,Energy,21.34,7.608856,9.961353,4269.371136,2.23,16.420001
MHO,"M/I Homes, Inc.",Consumer Cyclical,122.2,7.395241,7.865432,3548.455936,,
MIR,"Mirion Technologies, Inc.",Industrials,9.64,,24.23077,2059.835392,,
MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,26.59,,-264.59998,1233.414272,,
MITK,"Mitek Systems, Inc.",Technology,12.72,63.0,11.775701,574.428992,,
MKFG,Markforged Holding Corporation,Technology,0.6931,,-3.0777273,134.3468,,
MKTW,"MarketWise, Inc.",Technology,2.5,12.263158,11.095238,91.21344,1.72,10.5299994
ML,MoneyLion Inc.,Technology,45.09,,-135.61765,474.0984,,
MLAB,"Mesa Laboratories, Inc.",Technology,94.16,,54.862278,493.990304,0.69999998,188.24
MLI,"Mueller Industries, Inc.",Industrials,49.58,8.74317,15.238094,5448.96,1.25,10.47
MLKN,"MillerKnoll, Inc.",Consumer Cyclical,27.53,39.686565,11.662281,1936.23872,2.8199999,111.94
MLNK,"MeridianLink, Inc.",Technology,23.39,,84.259254,1784.57152,,
MLR,"Miller Industries, Inc.",Consumer Cyclical,41.16,9.085779,,460.685408,1.79,16.25
MLYS,"Mineralys Therapeutics, Inc.",Healthcare,10.8,,-3.996337,448.45664,,
MMI,"Marcus & Millichap, Inc.",Real Estate,39.03,,34.00893,1462.069376,1.3099999,135.14
MMS,"Maximus, Inc.",Industrials,84.45,30.844107,16.588959,4950.867456,1.48,42.59
MMSI,"Merit Medical Systems, Inc.",Healthcare,79.4,45.52326,23.65559,4521.864192,,
MNKD,MannKind Corporation,Healthcare,3.39,,37.111107,900.38048,,
MNRO,"Monro, Inc.",Consumer Cyclical,32.0,29.5,19.077845,952.680896,3.52,103.7
MNTK,"Montauk Renewables, Inc.",Utilities,7.2,62.81818,21.59375,992.704384,,
MNTS,Momentus Inc.,Industrials,0.74,,-0.11258277,9.367557,,
MOD,Modine Manufacturing Company,Consumer Cyclical,60.2,16.25647,19.516949,3607.036672,,
MODG,Topgolf Callaway Brands Corp.,Consumer Cyclical,13.52,24.849058,35.594593,2430.088704,,
MODN,"Model N, Inc.",Technology,27.39,,19.113476,1051.920512,,
MODV,ModivCare Inc.,Healthcare,39.44,,6.08104,564.205056,,
MOFG,"MidWestOne Financial Group, Inc.",Financial Services,26.29,19.172932,8.793103,400.20464,3.8,72.92999999999999
MORF,"Morphic Holding, Inc.",Healthcare,30.92,,-8.2526045,1576.355712,,
MOV,"Movado Group, Inc.",Consumer Cyclical,28.35,10.901186,13.38835,608.9664,5.08,55.34
MPAA,"Motorcar Parts of America, Inc.",Consumer Cyclical,9.66,,7.362903,179.015568,,
MPB,"Mid Penn Bancorp, Inc.",Financial Services,22.24,9.336245,7.1505013,354.345696,3.8,34.93
MPLN,MultiPlan Corporation,Healthcare,1.04,,-5.3157897,655.980864,,
MPX,Marine Products Corporation,Consumer Cyclical,10.51,8.438016,10.747369,351.905024,5.48,46.28
MQ,"Marqeta, Inc.",Technology,6.2,,-17.676472,3136.324608,,
MRC,MRC Global Inc.,Energy,10.66,10.056604,8.8099165,898.658304,,
MRSN,"Mersana Therapeutics, Inc.",Healthcare,3.07,,-4.2133336,381.039136,,
MRTN,"Marten Transport, Ltd.",Industrials,19.06,21.511627,15.677967,1504.275712,1.2999999,27.91
MSBI,"Midland States Bancorp, Inc.",Financial Services,27.15,7.0213904,8.498383,565.939776,4.5700002,31.82
MSEX,Middlesex Water Company,Utilities,57.22,30.418478,23.817022,996.641024,2.32,67.93
MSGE,Madison Square Garden Entertainment Corp.,Consumer Cyclical,33.72,36.637363,27.10569,1599.31648,,
MSTR,MicroStrategy Incorporated,Technology,508.0,249.3582,187.71909,8377.123328,,
MTDR,Matador Resources Company,Energy,56.66,7.8079658,7.5919776,6539.32032,1.46,7.8200005
MTH,Meritage Homes Corporation,Consumer Cyclical,168.13,7.6494226,8.523417,6036.467712,0.64999997,3.74
MTRN,Materion Corporation,Basic Materials,119.75,23.254473,18.596184,2414.541568,0.44,10.14
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,87.24,67.367195,25.361765,6216.156672,,
MTTR,"Matterport, Inc.",Technology,2.35,,-22.5,687.734976,,
MTW,"The Manitowoc Company, Inc.",Industrials,16.82,,10.592106,564.868544,,
MTX,Minerals Technologies Inc.,Basic Materials,66.78,33.00505,11.151876,2126.743808,0.61000003,10.1
MULN,"Mullen Automotive, Inc.",Consumer Cyclical,7.15,,9.36,41.310524,,
MUR,Murphy Oil Corporation,Energy,39.79,9.148936,6.825397,5909.490176,3.1,26.0
MUSA,Murphy USA Inc.,Consumer Cyclical,355.0,14.811765,14.095161,7500.567552,0.47,6.260000000000001
MVBF,MVB Financial Corp.,Financial Services,22.36,12.039327,10.204762,272.945344,3.2300000000000004,38.2
MVIS,"MicroVision, Inc.",Technology,2.45,,-6.611111,452.166688,,
MVST,"Microvast Holdings, Inc.",Industrials,0.9251,,-7.215385,295.326496,,
MWA,"Mueller Water Products, Inc.",Industrials,14.03,24.927273,19.30986,2140.569728,1.87,44.36
MXCT,"MaxCyte, Inc.",Healthcare,5.1,,-11.568182,528.092608,,
MXL,"MaxLinear, Inc.",Technology,21.25,,24.785715,1698.093824,,
MYE,"Myers Industries, Inc.",Consumer Cyclical,18.65,13.992537,13.786764,690.721856,2.8800001,40.3
MYFW,"First Western Financial, Inc.",Financial Services,17.94,18.944445,9.166666,163.359104,,
MYGN,"Myriad Genetics, Inc.",Healthcare,22.36,,-2139.0,1917.386752,,
MYPS,"PLAYSTUDIOS, Inc.",Communication Services,2.28,,inf,294.868192,,
MYRG,MYR Group Inc.,Industrials,149.12,26.443016,21.82853,2403.661568,,
NABL,"N-able, Inc.",Technology,13.26,108.166664,34.157894,2374.392576,,
NAPA,"The Duckhorn Portfolio, Inc.",Consumer Defensive,8.9,15.410714,11.821918,995.625856,,
NARI,"Inari Medical, Inc.",Healthcare,57.18,,-632.7778,3279.779072,,
NAT,Nordic American Tankers Limited,Industrials,4.41,7.9464283,7.416666,929.142144,5.390000000000001,85.71
NATR,"Nature's Sunshine Products, Inc.",Consumer Defensive,17.5,42.463413,23.849314,332.095744,,
NAUT,"Nautilus Biotechnology, Inc.",Healthcare,2.9,,-3.915493,347.413824,,
NAVI,Navient Corporation,Financial Services,17.01,6.020979,6.9999995,1963.079936,3.5700000000000003,22.379999
NBHC,National Bank Holdings Corporation,Financial Services,35.75,9.408602,9.97151,1322.471552,3.09,27.96
NBN,Northeast Bank,Financial Services,59.0,8.00438,8.332828,427.896064,0.0699999999999999,0.58
NBR,Nabors Industries Ltd.,Energy,87.85,,49.461987,800.55904,,
NBTB,NBT Bancorp Inc.,Financial Services,36.62,13.422641,11.012383,1674.916608,3.6,46.79
NC,"NACCO Industries, Inc.",Energy,36.425,15.116666,,272.29808,2.4,35.419998
NDLS,Noodles & Company,Consumer Cyclical,2.79,,84.666664,114.119656,,
NE,Noble Corporation plc,Energy,44.94,12.258334,9.720264,6224.713216,3.63,8.33
NEO,"NeoGenomics, Inc.",Healthcare,15.42,,-185.62502,1892.870144,,
NEOG,Neogen Corporation,Healthcare,15.89,155.0,20.129871,3356.059904,,
NEXT,NextDecade Corporation,Energy,5.26,,-5.039604,1306.017664,,
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Financial Services,12.51,13.988372,12.03,535.634528,4.32,60.47
NG,NovaGold Resources Inc.,Basic Materials,2.65,,-32.0,855.98976,,
NGM,"NGM Biopharmaceuticals, Inc.",Healthcare,1.53,,-1.275,126.55472,,
NGMS,NeoGames S.A.,Consumer Cyclical,28.07,,-254.36363,941.020544,,
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Defensive,15.56,14.656863,18.231707,340.148384,2.6800001,39.220002
NGVT,Ingevity Corporation,Basic Materials,45.36,12.553314,12.736842,1578.23552,,
NHC,National HealthCare Corporation,Healthcare,95.75,31.972507,216.37209,1425.800832,2.54,79.730004
NHI,"National Health Investors, Inc.",Real Estate,54.96,21.795082,19.479853,2308.533248,6.77,147.54
NIC,"Nicolet Bankshares, Inc.",Financial Services,82.36,19.061274,10.892157,1158.32192,1.28999995,18.38
NJR,New Jersey Resources Corporation,Utilities,41.92,15.0664215,13.935154,3992.631296,4.1100003,58.669996000000005
NKLA,Nikola Corporation,Industrials,0.745,,-2.0197299,865.096896,,
NKTR,Nektar Therapeutics,Healthcare,0.5432,,-0.785942,103.455112,,
NKTX,"Nkarta, Inc.",Healthcare,9.15,,-3.798319,443.6136,,
NL,"NL Industries, Inc.",Industrials,5.29,,8.467742,256.375872,5.33,164.71001
NMIH,"NMI Holdings, Inc.",Financial Services,32.15,8.650407,7.881481,2588.096,,
NMRK,"Newmark Group, Inc.",Real Estate,10.31,145.0,9.95098,2454.61504,1.17999995,171.42999
NN,NextNav Inc.,Technology,4.13,,-9.043478,458.253088,,
NNI,"Nelnet, Inc.",Financial Services,88.5,24.82336,15.841818,3252.00512,1.28999995,29.630000000000003
NNOX,Nano-X Imaging Ltd.,Healthcare,5.57,,-5.3333335,314.064256,,
NODK,"NI Holdings, Inc.",Financial Services,13.55,,,274.890016,,
NOG,"Northern Oil and Gas, Inc.",Energy,35.06,4.4021025,5.1937985,3367.017984,4.78,18.270001
NOTV,"Inotiv, Inc.",Healthcare,3.26,,-3.0366971,85.367216,,
NOVA,Sunnova Energy International Inc.,Technology,11.01,,-6.375758,1287.81632,,
NOVT,Novanta Inc.,Technology,160.66,73.595245,47.996895,5534.49728,,
NPK,"National Presto Industries, Inc.",Industrials,81.17,23.918428,91.0,560.714368,1.26,30.18
NPO,Enpro Inc.,Industrials,155.0,,19.526798,3123.14752,0.7799999999999999,114.14
NR,"Newpark Resources, Inc.",Energy,6.61,24.037035,19.666666,552.2224,,
NRC,National Research Corporation,Healthcare,39.74,33.96552,33.96552,967.597056,1.2200001,41.38
NRDS,"NerdWallet, Inc.",Communication Services,15.97,765.50006,61.24,1165.476864,,
NRDY,"Nerdy, Inc.",Technology,3.12,,-7.6749997,531.450784,,
NREF,"NexPoint Real Estate Finance, Inc.",Real Estate,15.0,,7.5885415,324.478272,13.73,909.09
NRGV,"Energy Vault Holdings, Inc.",Utilities,1.56,,-3.897436,218.18992,,
NRIX,"Nurix Therapeutics, Inc.",Healthcare,7.97,,-2.6072607,383.180032,,
NSIT,"Insight Enterprises, Inc.",Technology,187.85,25.48138,16.319788,6018.238464,,
NSP,"Insperity, Inc.",Industrials,115.0,23.310976,20.121054,4275.712,1.99,44.31
NSSC,"Napco Security Technologies, Inc.",Industrials,35.16,37.365593,26.73077,1277.761024,0.92,15.32
NSTG,"NanoString Technologies, Inc.",Healthcare,0.4011,,-0.24355029,19.805492,,
NTB,The Bank of N.T. Butterfield & Son Limited,Financial Services,31.03,6.4258475,6.9405036,1457.984384,5.8000002,37.29
NTCT,"NetScout Systems, Inc.",Technology,21.5,,9.912442,1527.126016,,
NTGR,"NETGEAR, Inc.",Technology,14.55,,25.357141,420.440704,,
NTLA,"Intellia Therapeutics, Inc.",Healthcare,24.52,,-4.064846,2133.197568,,
NTST,NETSTREIT Corp.,Real Estate,18.27,139.76924,121.13333,1448.897664,4.5100003,619.23
NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,18.7,16.0,9.0536585,917.036608,8.41,134.05
NUTX,Nutex Health Inc.,Healthcare,0.1388,,-13.0,96.88016,,
NUVB,Nuvation Bio Inc.,Healthcare,1.64,,-3.375,354.68928,,
NUVL,"Nuvalent, Inc.",Healthcare,75.51,,-25.743149,4707.904512,,
NVEE,"NV5 Global, Inc.",Industrials,108.14,38.003624,19.245872,1667.32096,,
NVRO,Nevro Corp.,Healthcare,16.8,,-6.6506023,600.558336,,
NVTA,Invitae Corporation,Healthcare,0.405,,-0.41935483,111.732264,,
NWBI,"Northwest Bancshares, Inc.",Financial Services,12.76,11.669812,12.127451,1572.35072,6.47,75.47
NWE,"NorthWestern Energy Group, Inc.",Utilities,48.84,15.986711,13.709401,2946.97472,5.3200003,84.720004
NWLI,"National Western Life Group, Inc.",Financial Services,484.975,,,1759.833728,0.0699999999999999,8.02
NWN,Northwest Natural Holding Company,Utilities,37.925,13.355073,13.403637,1355.648128,5.29,70.28999999999999
NWPX,Northwest Pipe Company,Industrials,31.46,12.978633,13.26201,304.131264,,
NX,Quanex Building Products Corporation,Industrials,32.14,12.488,12.14786,1033.4944,1.0199999,12.8
NXRT,"NexPoint Residential Trust, Inc.",Real Estate,31.76,26.798244,-105.344826,1577.15904,6.0500003,147.36999
NXT,Nextracker Inc.,Technology,45.8,22.082928,16.89179,6549.165568,,
NYMT,"New York Mortgage Trust, Inc.",Real Estate,8.16,,12.852459,710.956288,10.2,800.0
OABI,"OmniAb, Inc.",Healthcare,6.01,,-11.836735,674.545792,,
OB,Outbrain Inc.,Communication Services,4.05,,65.5,197.11072,,
OBK,"Origin Bancorp, Inc.",Financial Services,31.25,11.254612,11.423221,945.076032,1.97,22.14
OCFC,OceanFirst Financial Corp.,Financial Services,17.64,10.135294,8.089201,1024.28384,4.64,47.06
OCGN,"Ocugen, Inc.",Healthcare,0.5544,,-1.9139285,137.459424,,
OCTO,Eightco Holdings Inc.,Consumer Cyclical,0.6227,0.040541776,,2.692909,,
OCUL,"Ocular Therapeutix, Inc.",Healthcare,4.92,,-4.86,558.117568,,
ODP,The ODP Corporation,Consumer Cyclical,52.38,9.930097,8.97193,1911.516032,,
OEC,Orion S.A.,Basic Materials,22.8,12.108108,8.96,1300.187776,0.37,4.48
OFG,OFG Bancorp,Financial Services,37.95,9.600522,9.332487,1730.580096,2.39,22.98
OFIX,Orthofix Medical Inc.,Healthcare,14.21,,-126.27273,510.549184,,
OFLX,"Omega Flex, Inc.",Industrials,72.37,32.0,,704.178368,1.88,74.31
OGS,"ONE Gas, Inc.",Utilities,62.0,14.968293,15.857882,3403.218176,4.3,62.68
OI,"O-I Glass, Inc.",Consumer Cyclical,15.13,6.09205,5.777778,2252.825344,,
OII,"Oceaneering International, Inc.",Energy,21.46,27.706667,12.827161,2093.0656,,
OIS,"Oil States International, Inc.",Energy,6.49,38.5625,16.236843,394.196384,,
OLO,Olo Inc.,Technology,5.24,,28.722221,848.805504,,
OLP,"One Liberty Properties, Inc.",Real Estate,20.75,18.74074,42.166668,426.36976,8.89,166.67000000000002
OM,"Outset Medical, Inc.",Healthcare,3.21,,-1.4829268,152.621984,,
OMCL,"Omnicell, Inc.",Healthcare,32.44,,19.379517,1462.750464,,
OMI,"Owens & Minor, Inc.",Healthcare,19.65,,12.554139,1507.834624,,
OMIC,"Singular Genomics Systems, Inc.",Healthcare,0.5,,-0.38257575,37.059172,,
ONB,Old National Bancorp,Financial Services,16.78,7.486363,8.19403,4820.027904,3.4000000000000004,25.45
ONDS,Ondas Holdings Inc.,Technology,1.38,,-3.914286,79.88648,,
ONEW,OneWater Marine Inc.,Consumer Cyclical,25.51,,5.8674417,403.029056,,
ONL,Orion Office REIT Inc.,Real Estate,5.24,,-7.342857,286.709696,7.7800006,
ONTF,"ON24, Inc.",Technology,7.65,,153.0,317.48496,,
ONTO,Onto Innovation Inc.,Technology,161.72,50.786163,33.85744,7926.581248,,
OOMA,"Ooma, Inc.",Communication Services,11.31,154.57143,17.737703,279.156,,
OPAD,Offerpad Solutions Inc.,Real Estate,9.73,,-7.5161285,253.810624,,
OPCH,"Option Care Health, Inc.",Healthcare,31.46,22.0,26.700855,5533.572608,,
OPFI,OppFi Inc.,Financial Services,3.32,9.093485,4.938462,353.1,,
OPI,Office Properties Income Trust,Real Estate,3.81,,-3.5980394,178.93416,20.709999,950.0
OPK,"OPKO Health, Inc.",Healthcare,1.01,,-5.368421,710.93184,,
OPRT,Oportun Financial Corporation,Financial Services,3.93,,3.1724138,125.967136,,
OPRX,OptimizeRx Corporation,Healthcare,13.99,,41.52941,256.313296,,
OPY,Oppenheimer Holdings Inc.,Financial Services,38.35,14.432433,14.601563,384.505632,1.61,23.17
ORA,"Ormat Technologies, Inc.",Utilities,66.12,35.734806,25.464567,3903.703296,0.74,26.520002
ORC,"Orchid Island Capital, Inc.",Real Estate,8.16,,-11.735294,409.40032,18.049999,1300.0
ORGN,"Origin Materials, Inc.",Basic Materials,0.6116,1.6857142,-0.96721303,85.124608,,
